StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q38,Q1,Q1_2_TEXT,Q1.1,Q2_1,Q2_1_TEXT,Q2_2,Q2_2_TEXT,Q2_3,Q2_3_TEXT,Q3,Q3_1_TEXT,Q3_8_TEXT,Q36_1,Q36_2,Q36_3,Q37_1,Q37_2,Q37_3,Q4_1,Q4_2,Q4_3,Q4_4,Q11,Q11.1,Q11.2,Q12,Q12.1,Q12.2,Q13,Q13_4_TEXT,Q13.1,Q13.1_4_TEXT,Q13.2,Q13.2_4_TEXT,Q14_1,Q14_2,Q14_3,Q31_1,Q31_2,Q31_3,Q15_1,Q15_2,Q15_3,Q16_1,Q16_2,Q16_3,Q18,Q18.1,Q18.2,Q39
2024-09-06 18:40:35,2024-09-06 18:46:37,Adresse IP,143.89.57.86,100,361,Vrai,2024-09-06 18:46:38,R_4ZsJDHI90RoJEZP,,,,,22.2908,114.1501,anonymous,EN,HKUST,"Yes, I am part of the group that makes those decisions",,,8,8,2,2,,1,"Myself, please specify your role in your university:,The Case Club (or other students-based groups),Others, please specify:",Associate director UG,UG director,4,5,3,3,2,4,4,2,1,1,six,not applicable,not responsible,no,NA,NA,When someone shows interest in a specific competition,,"Other, please specify:",na,"Other, please specify:",na,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,august,na,na,no
2024-09-07 11:40:02,2024-09-07 11:46:04,Adresse IP,80.167.221.178,100,361,Vrai,2024-09-07 11:46:04,R_2MXZLK5Zjvx02Wd,,,,,56.1567,10.2153,anonymous,EN,Aarhus,"Yes, I am part of the group that makes those decisions",,,,6,,0,,0,"Myself, please specify your role in your university:,The Case Club (or other students-based groups)",,,4,2,4,0,1,3,4,3,2,2,3,,,,,,Every semester,,,,,,less than 3000 US$,,,Less than 1000 US$,,,4-6 days,,,2 cases,,,September,,September,"Other than UG competition, a Graduate competition non-MBA would be very welcome!"
2024-09-08 03:22:21,2024-09-08 03:27:00,Adresse IP,218.215.25.69,100,278,Vrai,2024-09-08 03:27:01,R_40yEqA6FoByjpAd,,,,,-33.8652,151.1021,anonymous,EN,University of Technology Sydney,"Yes, I'm solely in charge",,,,9,,0,,0,"Myself, please specify your role in your university:,The Case Club (or other students-based groups)",Associate Professor,,5,4,5,3,4,4,3,2,2,1,6-8,8+,8+,June,February,February,Every semester,,When someone shows interest in a specific competition,,When someone shows interest in a specific competition,,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,4-6 days,4-6 days,4-6 days,2 cases,2 cases,2 cases,November,November,November,
2024-09-08 04:58:50,2024-09-08 05:06:52,Adresse IP,101.187.248.215,100,481,Vrai,2024-09-08 05:06:54,R_4f9lTe9kJhKX3Xj,,,,,-33.8715,151.2006,anonymous,EN,UNSW Sydney,"Yes, I am part of the group that makes those decisions",,,,10,,2,,0,Career management services,,,3,3,3,2,4,4,3,,3,3,6,6,6,"It is great to know well in advance for planning. Other competitions at the same time will influence selection. ","Depending on timing. It is good to know well in advance. ","Not as important. ","Other, please specify:","For us, it is a rolling decision as invitations arrive. ",Every semester,,Every semester,,less than 3000 US$,less than 3000 US$,less than 3000 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,7-9 days,7-9 days,7-9 days,3 cases or more,3 cases or more,3 cases or more,August,"November ","November. ",No
2024-09-08 18:15:03,2024-09-08 18:21:00,Adresse IP,58.164.53.63,100,357,Vrai,2024-09-08 18:21:01,R_4P4WAIlhoiqsKBu,,,,,-33.8695,150.9518,anonymous,EN,The University of Sydney,"Yes, I'm solely in charge",,,6,,0,,0,,"Myself, please specify your role in your university:,The Case Club (or other students-based groups)",Faculty Advisor,,3,4,3,3,4,4,4,1,3,2,"For funding and scheduling purposes, approximately 6 months",I have no involvement with MBA students,There formal case competition squad for graduate students,"First half of the year - approximately August. Second half of the year, approximately March",N/A,N/A,Every semester,,"Other, please specify:",No involvement,"Other, please specify:",No program,More than 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,March,,,No
2024-09-09 03:48:04,2024-09-09 03:54:46,Adresse IP,122.56.210.40,100,401,Vrai,2024-09-09 03:54:47,R_4hWxKESrNu2utNf,,,,,-43.5116,172.699,anonymous,EN,Team Universities of New Zealand,"Yes, I'm solely in charge",,,,2,,0,,0,"Myself, please specify your role in your university:",The BOSS,,4,3,3,1,3,4,1,1,3,5,9 months,n/a,n/a,April,n/a,n/a,Once a year,,"Other, please specify:",n/a,"Other, please specify:",n/a,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,Check spreadsheet and comments I'll send you,,,No. Good questionnaire - of course!!
2024-09-09 10:25:36,2024-09-09 10:36:15,Adresse IP,159.237.12.32,100,638,Vrai,2024-09-09 10:36:16,R_21rofSTMrg8dr5n,,,,,42.7968,-1.6649,anonymous,EN,University of Navarra,"Yes, I am part of the group that makes those decisions",,,,5,,0,,0,"Direction,Academic advisors",,,3,4,4,2,4,4,3,0,3,1,"At least with 6 months. Ideally, during the summer to allocate the budget for the academic year.","The MBA competitions are run by IESE Business School, so I can't give you an answer",We don't compete in other competitions. Sorry.,september,-,-,Once a year,,"Other, please specify:",-,"Other, please specify:",-,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,3 cases or more,,,October of February,-,-,
2024-09-09 17:39:50,2024-09-09 17:45:48,Adresse IP,24.17.214.77,100,358,Vrai,2024-09-09 17:45:49,R_3NrkJpEJRE1PTKg,,,,,47.6901,-122.3747,anonymous,EN,"University of Washington, Seattle","Yes, I am part of the group that makes those decisions",,,,7,,2,,0,"Myself, please specify your role in your university:",Global Competition and Program Manager,,2,3,4,2,3,5,3,1,2,1,6,4,n/a,"December, when budgets are due","December, when budgets are due",n/a,Every semester,,When someone shows interest in a specific competition,,"Other, please specify:",n/a,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,More than 1500 US$,Between 1000 US$ and 1500 US$,Less than 1000 US$,4-6 days,1-3 days,1-3 days,2 cases,3 cases or more,3 cases or more,"February, May, October, or March",see above,see above,"the companies sponsoring, past case relevancy, networking opportunities, student leadership roles like having ambassadors for each team are all also considerations we look at"
2024-09-10 04:32:58,2024-09-10 04:37:32,Adresse IP,27.55.79.237,100,273,Vrai,2024-09-10 04:37:33,R_4YA4yYZ5JxaXJeH,,,,,13.7063,100.4597,anonymous,EN,Thammasat University,"Yes, I am part of the group that makes those decisions",,,,7,,,,,"Myself, please specify your role in your university:,Direction",Director of BBA Program,,3,5,1,4,3,5,5,4,4,4,7 months,,,No,,,Every semester,,,,,,More than 5000 US$,,,More than 1500 US$,,,4-6 days,,,2 cases,,,Febuary,,,
2024-09-10 13:06:58,2024-09-10 13:27:25,Adresse IP,130.15.82.151,100,1227,Vrai,2024-09-10 13:27:26,R_3EKDtzvaKlryv9m,,,,,44.2454,-76.5813,anonymous,EN,"Smith School of Business, Queen's University","Yes, I am part of the group that makes those decisions",,,5,,0,unsure,0,unsure,"Myself, please specify your role in your university:,The Case Club (or other students-based groups),Others, please specify:",Milana McNamee,"Director, Student Experience, David Youssef",3,4,4,3,3,4,4,3,4,3,4 months,,,"no specific date, need to plan at least 4 months ahead",,,When someone shows interest in a specific competition,,,,,,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,January/February,,,
2024-09-11 06:57:48,2024-09-11 07:11:49,Adresse IP,212.36.194.15,100,841,Vrai,2024-09-11 07:11:50,R_2mLZTH02PB4PTsB,,,,,33.8916,35.5024,anonymous,EN,,"Yes, I'm solely in charge",,,,7-9,,1,,0,"Myself, please specify your role in your university:",director of the int. case comp program & Senior lecturer in strategic management,,3,3,1,3,5,5,4,2,2,1,6,12,12,"June-July for Fall, Sept-October for Spring",In the beginning of a new academic year,In the beginning of a new academic year,Every semester,,Once a year,,Once a year,,More than 5000 US$,More than 5000 US$,More than 5000 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,4-6 days,4-6 days,4-6 days,3 cases or more,3 cases or more,3 cases or more,November,January or July,none,no
2024-09-04 19:07:27,2024-09-04 19:08:12,Adresse IP,203.218.87.28,4,44,Faux,2024-09-11 19:08:13,R_4oO9oWs9U4H5pJr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04 19:25:07,2024-09-04 19:25:20,Adresse IP,147.8.117.86,4,12,Faux,2024-09-11 19:25:27,R_41WBDWYycaSuEoA,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04 19:54:35,2024-09-04 20:02:26,Adresse IP,137.132.176.24,4,470,Faux,2024-09-11 20:02:31,R_4YXlYvDI3B8ImB3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04 20:15:28,2024-09-04 20:16:09,Adresse IP,1.164.226.98,15,41,Faux,2024-09-11 20:16:12,R_4hxIEjPJsM9RcUo,,,,,,,anonymous,EN,National Taiwan University,"Yes, I am part of the group that makes those decisions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04 20:47:05,2024-09-04 20:48:50,Adresse IP,183.173.93.90,37,104,Faux,2024-09-11 20:48:52,R_4iCpL37aafbRZH8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12 06:43:30,2024-09-12 06:54:09,Adresse IP,27.125.166.67,100,639,Vrai,2024-09-12 06:54:10,R_4fINvDWJ6qTYrZf,,,,,1.3248,103.7799,anonymous,EN,Singapore Management University,"Yes, I'm solely in charge",,,6,,0,,0,,"Myself, please specify your role in your university:,The Case Club (or other students-based groups),Others, please specify:","Senior Lecturer and Director, Undergraduate Admissions","Funded by the School so indirectly, the Dean is also involved in the decision. ",3,4,3,3,3,4,4,,1,0,"Need to know before budget submission in March of preceding year. ",,,,,,"Other, please specify:","Whenever we receive an invitation ","Other, please specify:",,"Other, please specify:",,less than 3000 US$,,,,,,4-6 days,,,3 cases or more,,,Any time except exam period which starts in mid-April. I,,,
2024-09-05 07:13:17,2024-09-05 09:20:53,Adresse IP,130.15.83.176,4,7655,Faux,2024-09-12 09:20:55,R_3xLT5OhLONo0Wa8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05 16:40:21,2024-09-05 16:43:57,Adresse IP,101.119.81.127,85,216,Faux,2024-09-12 16:44:01,R_4ncj1Q8wvJL9nVc,,,,,,,anonymous,EN,Monash University,"Yes, I am part of the group that makes those decisions",,,,4,,0,,0,"Myself, please specify your role in your university:",,,,5,3,,3,5,4,3,2,0,6,N/A,N/A,No,N/A,N/A,Every semester,,,,,,less than 3000 US$,,,Between 1000 US$ and 1500 US$,,,1-3 days,,,3 cases or more,,,,,,
2024-09-06 04:11:37,2024-09-06 04:11:54,Adresse IP,147.8.210.170,4,17,Faux,2024-09-13 04:12:04,R_4yTSCSWRPJSkgNj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06 11:00:22,2024-09-06 11:04:56,Adresse IP,107.77.205.51,19,273,Faux,2024-09-13 11:04:59,R_6ELPWGmHE0QAXbX,,,,,,,anonymous,EN,"University of Washington, Foster School of Business","Yes, I am part of the group that makes those decisions",,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13 14:45:16,2024-09-13 14:53:56,Adresse IP,129.79.201.244,100,519,Vrai,2024-09-13 14:53:56,R_5w0RYk0xigrHRAy,,,,,39.1397,-86.5141,anonymous,EN,Indiana University,"Yes, I am part of the group that makes those decisions",,,,5,,,,,"Myself, please specify your role in your university:","Clinical Professor of Business Law & Ethics, in consultation with several colleagues",,3,4,1,4,3,5,4,0,1,,4-5,,,"There is not a firm date, it depends on the timing of other competitions.  We do need at least 4-5 months, however, to get approval for competitions outside the United States",,,Every semester,,,,,,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,October or November,,,
2024-09-06 12:06:32,2024-09-08 11:39:42,Adresse IP,146.75.237.7,4,171189,Faux,2024-09-15 11:39:46,R_5i9eScvWYERvWH1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10 07:46:56,2024-09-10 07:47:38,Adresse IP,99.251.88.15,15,42,Faux,2024-09-17 07:47:40,R_1aFGvrgOls3UR2i,,,,,,,anonymous,EN,Wilfrid Laurier University,"Yes, I am part of the group that makes those decisions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18 14:26:59,2024-09-18 14:33:13,Adresse IP,202.36.244.213,100,373,Vrai,2024-09-18 14:33:13,R_4oB0yWPczt3VH5D,,,,,-36.8506,174.7679,anonymous,EN,University of Auckland,"Yes, I'm solely in charge",,,,6,,0,,0,"Myself, please specify your role in your university:",Case Programme Manager,,4,3,4,2,4,4,4,2,2,0,7,9,9,October,November,November,Every semester,,Once a year,,Once a year,,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 1000 US$ and 1500 US$,More than 1500 US$,More than 1500 US$,4-6 days,4-6 days,4-6 days,3 cases or more,3 cases or more,3 cases or more,August,April,April,
2024-09-18 13:30:58,2024-09-18 14:48:19,Adresse IP,130.179.244.129,100,4640,Vrai,2024-09-18 14:48:19,R_6rPsfCdjWnz4Wqq,,,,,49.8179,-97.1535,anonymous,EN,Asper School of Business,"Yes, I am part of the group that makes those decisions",,,6,,4,,2,,"Myself, please specify your role in your university:,Others, please specify:","Lead, Experiential Learning",Dean,3,1,3,0,4,5,4,1,3,1,6-8 months in advance (we start building our budgets in April as the new fiscal year begins),6-8 months,6-8 months,its all about where in the budget year we are in.,its all about where in the budget year we are in.,its all about where in the budget year we are in.,"Other, please specify:",~3 times a year,"Other, please specify:",~3 times a year,"Other, please specify:",~3 times a year,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 3000 US$ and 5000 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,4-6 days,4-6 days,4-6 days,2 cases,2 cases,2 cases,Unsure,Fall Term - there are almost zero here (i can send you a list of the comps that i have),Winter Term? these programs are shorter in duration so maybe towards the end of their degree,Have you looked at the FECC model? the have a grad and ug division
2024-09-20 11:08:31,2024-09-20 11:13:54,Adresse IP,70.81.191.66,100,323,Vrai,2024-09-20 11:13:55,R_5rqxGZi18DIihHj,,,,,45.5778,-73.8012,anonymous,EN,Concordia University,"Yes, I am part of the group that makes those decisions",,,,9,,Tim Field,,,"Myself, please specify your role in your university:,The Case Club (or other students-based groups)",Director of undergraduate case competition program,,3,4,1,2,4,5,5,1,2,2,"3-4 ",i am not sure to verfiy with Tim Field,,"For fall competitions end of August, for winter ones end of November",please ask Tim Field,"not sure ",Every semester,,"Other, please specify:",verify with Tim Field please,"Other, please specify:",not sure,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,3 cases or more,,,November,not sure,"not sure ","no thank you "
2024-09-20 13:29:48,2024-09-20 13:34:39,Adresse IP,132.198.4.65,100,291,Vrai,2024-09-20 13:34:40,R_11cPtfJ00amFTUF,,,,,44.4829,-73.2253,anonymous,EN,University of Vermont,"Yes, I am part of the group that makes those decisions",,,,6,,2,,,Academic advisors,,,2,2,2,1,2,3,4,1,1,1,6 months,,,September for budgets,,,When someone shows interest in a specific competition,,,,,,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,3 cases or more,,,January or April,,,
2024-09-21 03:02:00,2024-09-21 03:07:15,Adresse IP,94.189.128.67,100,314,Vrai,2024-09-21 03:07:16,R_8WgNi31vff2GHrH,,,,,44.8046,20.4637,anonymous,EN,University of Belgarde,"Yes, I am part of the group that makes those decisions",,,,4,,0,,1,Academic advisors,,,4,5,4,5,5,5,5,4,4,4,8 months before,Na,Na,November,Na,Na,Once a year,,"Other, please specify:",,"Other, please specify:",,less than 3000 US$,less than 3000 US$,less than 3000 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,Between 1000 US$ and 1500 US$,4-6 days,4-6 days,4-6 days,3 cases or more,3 cases or more,3 cases or more,November,Na,Na,
2024-09-26 06:38:14,2024-09-26 07:27:13,Adresse IP,81.191.196.212,100,2938,Vrai,2024-09-26 07:27:13,R_8aCBRLZzF1cskax,,,,,59.9016,10.7343,anonymous,EN,BI Norwegian Business School,"Yes, I am part of the group that makes those decisions",,,5,,0,,1,,"Myself, please specify your role in your university:,Academic advisors",Project Manager and Case Advisor,,4,5,4,2,4,5,4,3,4,4,6-9 months,-,6-9 months,"It depends if the competition is in the spring or the autumn. For spring competitions we prefer to have the calendar ready no later than October. For autumn competitions, we need to know no later than May in order to have the team ready (due to summer holiday for students from mid-June to late August. ",-,"We do not participate as frequently in graduate competitions as in undergraduate competitions. Out current training is rigged for undergraduate students so in order to take part in graduate competitions we need at least 6-9 months notice in order to find suitable students for the team. 6-9 months before the competition takes place is a minimum. . ",Every semester,,,,Every semester,,Between 3000 US$ and 5000 US$,,Between 3000 US$ and 5000 US$,Between 1000 US$ and 1500 US$,,Between 1000 US$ and 1500 US$,4-6 days,,4-6 days,2 cases,,2 cases,Last half of January or from mid-February to mid-April (we do not compete from third week of April onwards) or sometime during October.,-,September or October or last half of January or in March,"The lenght of the competition was a bit tricky to answer. I wanted to answer 7, but I think more than 7 days is too much so ticking off 7-9 didn't feel right and I ended up ticking off 4-6. My optimal answer would be 6-7 days. "
2024-10-02 01:17:58,2024-10-02 01:27:44,Adresse IP,86.80.119.138,100,586,Vrai,2024-10-02 01:27:45,R_8F4yGwmAsPnlIfm,,,,,51.9261,4.4889,anonymous,EN,,"Yes, I am part of the group that makes those decisions",,,,10,,0,,0,"Others, please specify:",,"Our Dean of Education, Head of International Relations, International Relations Manager (me) together with Case Club board decide in which competitions we will participate.",4,5,4,4,5,5,4,4,4,4,"A ""Save the Date"" 10 months in advance, the invitation 8 months in advance",not applicable,not applicable,Beginning of August-September for case competitions taking place in the Spring,not applicable,not applicable,Once a year,,"Other, please specify:",not applicable,"Other, please specify:",not applicable,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,7-9 days,,,2 cases,,,"end of February - end of March, mid-April - end of May",not applicable,not applicable,
2024-10-02 01:32:37,2024-10-02 01:36:52,Adresse IP,77.172.119.112,100,254,Vrai,2024-10-02 01:36:52,R_84obtSCYOCPZfEL,,,,,51.9221,4.45,anonymous,EN,Rotterdam School of Management,"Yes, I am part of the group that makes those decisions",,,,,,5,,,"Students in general,Career management services",,,3,5,4,4,2,4,5,,2,2,,3,,,"January , ideally",,"Other, please specify:",,When someone shows interest in a specific competition,,,,,less than 3000 US$,,,Less than 1000 US$,,,1-3 days,,,a single case,,,August-December,,
2024-10-02 01:34:22,2024-10-02 01:41:30,Adresse IP,202.64.91.254,100,428,Vrai,2024-10-02 01:41:31,R_4JmZb918pzvSYQE,,,,,22.2908,114.1501,anonymous,EN,Copenhagen Business School,"Yes, I'm solely in charge",,,9,,0,,,,"Myself, please specify your role in your university:",head of intrapreneurship,,3,3,1,1,5,5,3,1,1,1,9 months,,,,,,Every semester,,,,,,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,october for spring semester and march for autumn semester,,,
2024-10-02 03:29:06,2024-10-02 03:33:22,Adresse IP,118.99.106.34,100,255,Vrai,2024-10-02 03:33:23,R_4pPEO6uWYH6E55O,,,,,-6.2114,106.8446,anonymous,EN,The University of Hong Kong,"Yes, I am part of the group that makes those decisions",,,6,,0,,0,,"Direction,Others, please specify:",,The School of Business (Faculty),5,5,0,3,3,4,4,1,3,0,1 semester before,,,No,,,Every semester,,,,,,,,,,,,4-6 days,,,2 cases,,,Oct/Nov,,,
2024-10-02 07:18:42,2024-10-02 07:24:47,Adresse IP,83.81.83.249,100,365,Vrai,2024-10-02 07:24:48,R_2hmrafw6RgZPeSJ,,,,,51.1949,5.9836,anonymous,EN,Maastricht University School of Business and Economics,"Yes, I am part of the group that makes those decisions",,,,8,,0,,2,"Academic advisors,Others, please specify:",,"Policy Advisor, Director Bachelor Programmes, Director International Relations Office, Associate Dean Internationalisation & Impact",3,4,3,,4,5,3,3,1,1,depending on timing of competition. we make budget allocations for calendar years in the summer before so to have an indication would be helpful. Actual invite 6 months before.,,,The September before the next calendar year,,,"Other, please specify:",in general once a year but as things change throughout the year we adapt on a rolling basis,,,,,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,2 cases,,,September/ October,,,
2024-10-02 08:12:31,2024-10-02 08:18:54,Adresse IP,12.206.84.69,100,383,Vrai,2024-10-02 08:18:55,R_5prmKD55zSDEAT4,,,,,26.1792,-80.1749,anonymous,EN,Queensland University of Technology,"Yes, I am part of the group that makes those decisions",,,,4,,1,,0,"Myself, please specify your role in your university:",Associate Dean,,4,4,2,1,5,5,4,1,1,1,3-4,,,"October the previous year ",,,Every semester,,,,,,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,7-9 days,,,3 cases or more,,,April or October,,,
2024-10-07 02:19:47,2024-10-07 02:41:24,Adresse IP,188.88.38.197,100,1297,Vrai,2024-10-07 02:41:24,R_21ukJFgCo6tMwNA,,,,,50.8445,5.6987,anonymous,EN,Maastricht University,"Yes, I am part of the group that makes those decisions",,,,6-8,,0,,0,"Myself, please specify your role in your university:,Direction,Academic advisors,Others, please specify:",Senior Lecturer,International Relations Office,5,4,3,2,4,4,3,2,2,2,6-8 months,N/A,N/A,We try to have next calendar year (2025) in place by end of previous academic year(July 2023-24),N/A,N/A,"Other, please specify:","We meet once to try to select most outgoing competitions, but usually there are a few follow-up meetings, depending on who accepts us and new / unexpected invitations ","Other, please specify:",N/A,"Other, please specify:",N/A,Between 3000 US$ and 5000 US$,,,Between 1000 US$ and 1500 US$,,,4-6 days,,,3 cases or more,,,"October, November, January, April, May",N/A,N/A,
